Ticker,Total Revenue,Net Income,Net income to total revenue ratio,Market Cap,Free Cash Flow,EPS
CMPX,850000.0,-47242000.0,-55.57882352941176,217390608,-40648000.0,-0.35
CMRE,1886067000.0,369690000.0,0.1960110642941104,1695179904,49042000.0,2.84
CMRX,144000.0,-84701000.0,-588.2013888888889,83552136,-69177000.0,-0.96
CMS,7406000000.0,970000000.0,0.1309748852281933,20271749120,-265000000.0,3.26
CMT,327393000.0,16714000.0,0.0510517940212527,156355296,25742000.0,1.87
CMTG,221907000.0,-99253000.0,-0.4472729566890634,1111632000,109047000.0,-0.74
CMTL,563026000.0,-12740000.0,-0.0226277294476631,90040728,-22744000.0,-1.4
CNA,13584000000.0,1280000000.0,0.094228504122497,14061804544,2195000000.0,4.7
CNC,157745000000.0,2823000000.0,0.0178959713461599,41466945536,7254000000.0,5.31
CNDT,3634000000.0,32000000.0,0.0088057237204182,620360320,-4000000.0,0.18
CNET,24400000.0,-4494000.0,-0.1841803278688524,4538841,-2093000.0,-0.63
CNF,1114103537.0,164616561.0,0.1477569683005144,76126240,1591257487.0,0.25
CNFR,96847000.0,-25727000.0,-0.2656458124670872,8470470,-13392000.0,-2.13
CNH,23084000000.0,2017000000.0,0.0873765378617224,12964084736,-288000000.0,1.54
CNI,17036000000.0,5455000000.0,0.3202042733035924,74241679360,3778000000.0,6.18
CNK,2827100000.0,142800000.0,0.0505111244738424,3350873856,294800000.0,1.03
CNM,6869000000.0,380000000.0,0.0553210074246615,9676076032,1030000000.0,2.1
CNMD,1275993000.0,98593000.0,0.0772676652614865,2257321472,106316000.0,3.14
CNNE,491600000.0,-467000000.0,-0.949959316517494,1255946752,-97800000.0,-6.74
CNO,4340700000.0,432200000.0,0.0995691939088165,3693313536,582900000.0,3.85
CNOB,261936000.0,76941000.0,0.2937396921385377,959204992,85458000.0,1.83
CNP,8567000000.0,1052000000.0,0.1227967783354733,17791983616,-524000000.0,1.62
CNQ,42485000000.0,7673000000.0,0.1806049193833117,77088194560,7444000000.0,2.58
CNS,504306000.0,127732000.0,0.2532827291366749,4517255168,114975000.0,2.55
CNSL,1102216000.0,-195626000.0,-0.1774842680563519,541439936,-400448000.0,-2.13
CNTA,6853000.0,-157347000.0,-22.96030935356778,1529739008,-160511000.0,-1.55
CNTM,15596329.0,-1280690.0,-0.0821148361258601,18666736,-1797519.0,-0.28
CNTY,587389000.0,-80153000.0,-0.13645641985124,75479200,-36102000.0,-2.63
CNVS,45278000.0,-20931000.0,-0.4622774857546711,12722103,-11662000.0,-1.61
CNX,1379633000.0,523956000.0,0.3797792601365725,4184451328,135184000.0,2.83
CNXC,8647060000.0,266058000.0,0.0307686080586927,4914700800,497476000.0,4.26
CNXN,2758056000.0,88691000.0,0.0321570700522396,1921507072,188359000.0,3.35
COCH,270000.0,-21900000.0,-81.11111111111111,59192000,,-0.83
COCO,500022000.0,55268000.0,0.1105311366299882,1483153664,106556000.0,0.94
CODA,18238664.0,2762941.0,0.1514881243494589,79481984,259536.0,0.24
CODI,2059374000.0,106106000.0,0.0515234241084912,1675698560,22304000.0,-2.42
CODX,8921860.0,-37570010.0,-4.21100644932783,45642040,-23447171.0,-1.26
COE,35705000.0,-14502000.0,-0.4061616020165243,80046160,272000.0,-1.8
COF,37780000000.0,4373000000.0,0.1157490735839068,56106098688,19614000000.0,10.63
COFS,83511000.0,22635000.0,0.2710421381614398,279026112,42248000.0,2.99
COHN,80947000.0,3799000.0,0.0469319431232782,16576275,-40033000.0,2.56
COHR,4707688000.0,-156154000.0,-0.0331699976718933,11949734912,198915000.0,-1.84
COHU,500345000.0,-28517000.0,-0.0569946736751641,1262606464,85417000.0,-0.61
COIN,4715141000.0,1483567000.0,0.3146389471704027,45560926208,859749000.0,5.62
COKE,6730953000.0,506482000.0,0.0752466998358181,11623224320,528386000.0,54.02
COLB,1989883000.0,473600000.0,0.2380039429453892,5274731520,669840000.0,2.3
COLD,2673165000.0,-283298000.0,-0.1059784936582665,8269582336,35917000.0,-1.01
COLL,576653000.0,99893000.0,0.1732289609175708,1238942720,274288000.0,2.66
COLM,3385903000.0,227407000.0,0.0671628809212786,4726903296,581690000.0,3.72
COMM,4424600000.0,-1668700000.0,-0.3771414365140351,837789824,236600000.0,-5.06
COMP,5188500000.0,-235300000.0,-0.0453502939192444,2571012352,-37100000.0,-0.48
CON,1868890000.0,185804000.0,0.0994194414866578,3095223296,164976000.0,1.02
COO,3804100000.0,359300000.0,0.0944507242186062,21064904704,215000000.0,1.8
COOK,594594000.0,-50567000.0,-0.085044585044585,464782944,43636000.0,-0.41
COOP,2798000000.0,706000000.0,0.2523230879199428,6049225216,-972000000.0,10.56
COP,56447000000.0,10685000000.0,0.1892926107676227,132812283904,8717000000.0,8.98
COR,283830824000.0,1856303000.0,0.0065401740862366,46957637632,3452975000.0,9.22
CORT,569610000.0,125983000.0,0.2211741366900159,3688567552,126900000.0,1.13
CORZ,575226000.0,-831044000.0,-1.4447260728826583,2664861440,48120000.0,-3.49
COSM,56454858.0,-21558662.0,-0.3818743464025718,20776610,-24803758.0,-2.28
COST,253695000000.0,7173000000.0,0.0282741086738012,395623301120,6745000000.0,16.11
COTY,6118000000.0,89400000.0,0.0146126185027786,8140386304,369400000.0,0.09
COUR,673825000.0,-96677000.0,-0.1434749378547842,1271019648,13238000.0,-0.62
COYA,9554315.0,-10099592.0,-1.0570712814053127,91784440,-11188811.0,-0.74
CP,14238000000.0,3483000000.0,0.2446270543615676,77424246784,1638000000.0,2.74
CPA,3493419000.0,671386000.0,0.1921859358983277,3759980032,214914000.0,16.33
CPAC,1961686000.0,168230000.0,0.0857578633889419,470468032,123016000.0,0.5
CPAY,3819173000.0,1008747000.0,0.2641270767257728,21909581824,1947310000.0,13.76
CPB,9411000000.0,739000000.0,0.078525130166826,14844104704,773000000.0,1.89
CPBI,4514000.0,3716000.0,0.8232166592822331,44958140,3427000.0,0.98
CPF,244076000.0,56769000.0,0.2325873908126977,744519616,92462000.0,2.09
CPHC,62095996.0,3836657.0,0.061785900011975,100158400,3628546.0,0.76
CPHI,6247929.0,-4403835.0,-0.704847158154326,3465169,-711203.0,-0.92
CPIX,37785542.0,-10375579.0,-0.2745912444500598,19028926,5640770.0,-0.72
CPK,728898000.0,99174000.0,0.1360601894915337,2658516992,14864000.0,4.68
CPLP,393200000.0,97848000.0,0.248850457782299,979155072,-278257000.0,2.53
CPNG,27181581000.0,1051953000.0,0.038700949735043,39730454528,1756000000.0,0.58
CPRI,5008000000.0,-291000000.0,-0.0581070287539936,4207423232,120000000.0,-2.48
CPRT,4165415000.0,1388238000.0,0.3332772364818391,50963300352,847574000.0,1.4
CPRX,434475000.0,68149000.0,0.1568536739743368,2403431936,61856000.0,0.56
CPS,2794468000.0,-151692000.0,-0.0542829619090288,267577008,36534000.0,-8.65
CPSH,23975187.0,-786865.0,-0.0328199734166828,20263770,549179.0,-0.06
CPSS,204836000.0,26828000.0,0.1309730711398387,175948576,237421000.0,1.09
CPT,1548656000.0,397099000.0,0.2564152400533107,13350702080,384016000.0,3.66
CPTN,21158000.0,-26266000.0,-1.2414216844692314,48963848,-36815000.0,-1.68
CQP,9003000000.0,2949000000.0,0.3275574808397201,23708475392,2889000000.0,4.73
CR,2209500000.0,241000000.0,0.1090744512333107,9060935680,185500000.0,4.15
CRAI,652397000.0,40284000.0,0.0617476781775514,1143059200,57706000.0,5.74
CRBG,18835000000.0,2035000000.0,0.1080435359702681,17499934720,3357000000.0,3.24
CRBU,33113000.0,-123438000.0,-3.7277806299640623,195183648,-104904000.0,-1.32
CRC,2288000000.0,164000000.0,0.0716783216783216,4679936000,468000000.0,2.28
CRCT,741494000.0,67929000.0,0.0916109907834722,1250607104,264380000.0,0.31
CRD-A,1298511000.0,22922000.0,0.0176525266247263,528415424,67194000.0,0.45
CRD-B,1298511000.0,22922000.0,0.0176525266247263,528385888,67194000.0,0.45
CRDF,665000.0,-40857000.0,-61.4390977443609,107529576,-31469000.0,-0.92
CRDO,192970000.0,-28369000.0,-0.1470124889879255,5795653120,17085000.0,-0.16
CRESY,389058000000.0,36989000000.0,0.0950732281562132,628945984,17406000000.0,-0.32
CREX,51426000.0,-1236000.0,-0.0240345350600863,48159288,1140000.0,-0.09
CRGO,21378000.0,-20405000.0,-0.9544859201047806,77160000,-27176000.0,-0.35
CRGY,2610882000.0,16044000.0,0.0061450498337343,2737517312,-494835000.0,-0.81
CRH,25896000000.0,2612000000.0,0.1008649984553599,61854486528,3200000000.0,4.8
CRI,2875441000.0,238309000.0,0.0828773742879787,2381158144,469272000.0,6.45
CRIS,10161000.0,-47572000.0,-4.681822655250468,33033644,-38434000.0,-8.17
CRK,1369922000.0,-19534000.0,-0.0142592059985897,3106734336,-408240000.0,-0.06
CRKN,5424000.0,-21806000.0,-4.0202802359882,6189420,-18333000.0,3117.84
CRL,4077776000.0,431790000.0,0.1058886020222788,10209971200,365370000.0,8.36
CRM,36465000000.0,5632000000.0,0.1544494720965309,241772396544,9498000000.0,5.75
CRMD,806119.0,-53115995.0,-65.89100988811826,348566400,-38736780.0,-0.92
CRMT,1393894000.0,-31393000.0,-0.0225217986446602,387195872,-80044000.0,-5.72
CRNC,357463000.0,-579214000.0,-1.6203467211991172,137953536,2374000.0,-13.95
CRNT,362205000.0,10400000.0,0.0287130216313965,255894080,17988000.0,0.11
CRNX,1385000.0,-258540000.0,-186.6714801444043,4246689024,-170995000.0,-3.76
CRON,101775000.0,-57432000.0,-0.5643036109064112,865376640,-46258000.0,-0.15
CROX,4055949000.0,811972000.0,0.2001928525235401,8680320000,814819000.0,13.27
CRS,2759600000.0,186500000.0,0.0675822582983041,7230899712,178300000.0,3.7
CRSP,200000000.0,-265804000.0,-1.32902,4064226560,-272345000.0,-3.2
CRSR,1379036000.0,-31857000.0,-0.0231009197729428,737865088,76392000.0,-0.38
CRTO,1956857000.0,102175000.0,0.0522138306478194,2655373312,131745000.0,1.72
CRUS,1845900000.0,301067000.0,0.1631003846362208,7781477888,383329000.0,5.39
CRVL,816780000.0,78024000.0,0.0955263351208403,5494490112,69997000.0,4.5
CRWD,3516257000.0,170197000.0,0.0484028897773968,66569383936,929095000.0,0.69
CRWS,86721000.0,4206000.0,0.0485003632338187,49182040,6298000.0,0.41
CSAN,40362778000.0,2621940000.0,0.0649593543833875,4582876160,4008482000.0,0.99
CSBR,50155000.0,-7276000.0,-0.1450702821254112,57365832,-6973000.0,-0.26
CSCI,7705723.053788,-5238686.8746110005,-0.679843648421254,12574799,-3470296.999849,-2.69
CSCO,55364000000.0,12116000000.0,0.2188425691785275,203616059392,19037000000.0,2.54
CSGP,2598928000.0,212949000.0,0.0819372448948181,31678855168,464200000.0,0.52
CSGS,1169645000.0,64660000.0,0.0552817307815619,1431490432,103919000.0,2.22
CSIQ,6512866000.0,36679000.0,0.0056317756268899,835788992,-876966000.0,0.48
CSL,4934400000.0,1375800000.0,0.278818093385214,19597740032,1059100000.0,17.65
CSLR,59851000.0,-260013000.0,-4.344338440460477,117049392,-60586000.0,-1.54
CSPI,57512000.0,2738000.0,0.0476074558353039,135712224,3630000.0,0.28
CSR,258185000.0,-4944000.0,-0.0191490597827139,1206381952,89520000.0,-0.8
CSSEQ,212203545.0,-615650901.0,-2.9012281628000136,292130,-29966885.0,-21.23
CSTE,508643000.0,-65674000.0,-0.1291160991107712,169237680,55361000.0,-1.9
CSTL,287589000.0,-3099000.0,-0.0107757946235773,822950848,-19247000.0,-0.12
CSTM,6859000000.0,161000000.0,0.0234728094474413,2452880896,169000000.0,1.19
CSV,395139000.0,29515000.0,0.0746952338291082,504165120,57551000.0,1.89
CSWC,102591000.0,73612000.0,0.71752882806484,1187239936,-188509000.0,1.73
CSWI,815657000.0,109627000.0,0.1344033092341511,5243630080,147757000.0,7.02
CSX,14634000000.0,3588000000.0,0.2451824518245182,66440617984,3268000000.0,1.83
CTAS,9596615000.0,1571592000.0,0.163765244307498,81131134976,1670312000.0,3.79
CTBI,235447000.0,77465000.0,0.3290124741449243,911631040,79410000.0,4.32
CTCX,12320.0,-14882917.0,-1208.0289772727272,13337645,-8378678.0,-0.76
CTHR,23684859.0,-18290882.0,-0.7722605399508606,4680733,-5158614.0,-6.0
CTKB,197710000.0,-17556000.0,-0.0887967224723079,754844416,454000.0,-0.14
CTLP,260112000.0,12619000.0,0.0485137171679891,503843104,-1959000.0,0.15
CTLT,4135000000.0,-1176000000.0,-0.2844014510278114,11032540160,-322000000.0,-5.76
CTM,45688438.0,-17336800.0,-0.3794570521320952,9303022,-2282718.0,-0.35
CTMX,119569000.0,11086000.0,0.0927163395194406,92178760,-56875000.0,0.15
CTNT,17680151.0,-1135752.0,-0.0642388178698247,9167432,5610225.0,-0.04
CTO,115327000.0,16748000.0,0.1452218474424896,439746208,46421000.0,0.49
CTOS,1790427000.0,-13511000.0,-0.0075462445550698,968465088,-395073000.0,-0.05
CTRA,5656000000.0,1311000000.0,0.2317892503536067,18060476416,1559000000.0,1.73
CTRE,213600000.0,74496000.0,0.3487640449438202,4607764480,143791000.0,0.59
CTRI,2659170000.0,-5069000.0,-0.0019062339000515,1513649408,60815000.0,-2.2
CTRM,84438206.0,64811760.0,0.7675643890397198,43867068,21560082.0,2.93
CTRN,754542000.0,-8770000.0,-0.0116229447797471,122912792,-24452000.0,-2.67
CTS,515158000.0,55117000.0,0.1069904767081167,1495481216,74073000.0,1.78
CTSH,19265000000.0,2195000000.0,0.1139371917985985,38547320832,2013000000.0,4.39
CTSO,32933810.0,-25529434.0,-0.7751740232909584,57151076,-22591372.0,-0.52
CTV,149540000.0,-21165000.0,-0.1415340377156613,267924832,2126000.0,-0.15
CTVA,16901000000.0,898000000.0,0.0531329507129755,39665750016,1174000000.0,1.26
CUBE,1060616000.0,403803000.0,0.380724974920235,11736229888,611136000.0,1.78
CUBI,773848000.0,256659000.0,0.3316659085505163,1642569600,83387000.0,7.43
CUE,8296000.0,-46957000.0,-5.66019768563163,35144784,-39961000.0,-0.97
CUK,23438000000.0,904000000.0,0.0385698438433313,19005743104,997000000.0,0.71
CULP,237231000.0,-13635000.0,-0.057475625023711,62598896,5696000.0,-1.42
CURI,54801000.0,-38290000.0,-0.6987098775569789,84084456,-16177000.0,-0.72
CURV,844323000.0,16053000.0,0.0190128659292711,688710016,29942000.0,0.12
CUTR,169188000.0,-148966000.0,-0.8804761567014209,15295115,-170880000.0,-7.47
CUZ,818045000.0,59274000.0,0.0724581166072771,4338224128,368362000.0,0.39
CVAC,65859000.0,-278430000.0,-4.22766820024598,704345984,-323087000.0,-1.38
CVBF,528062000.0,205029000.0,0.3882669080524635,2572961024,291111000.0,1.47
CVCO,1796516000.0,145889000.0,0.081206624377406,3411241728,207261000.0,17.18
CVE,59636000000.0,4783000000.0,0.0802032329465423,34438422528,3090000000.0,1.84
CVEO,709204000.0,35141000.0,0.049549917936165,408854976,64932000.0,2.35
CVGI,931750000.0,31909000.0,0.0342463107056613,125241536,18580000.0,0.94
CVGW,813044000.0,-1486000.0,-0.0018276993619041,409758304,-25160000.0,-0.48
CVI,8554000000.0,547000000.0,0.063946691606266,2555497984,686000000.0,5.44
CVLG,1128966000.0,42469000.0,0.0376176076161726,693711296,-132766000.0,3.02
CVLT,865769000.0,174804000.0,0.2019060511522126,6793046528,199712000.0,3.88
CVNA,11668000000.0,714000000.0,0.0611930065135413,17614557184,716000000.0,2.49
CVR,30639724.0,-3062804.0,-0.0999618664972308,18346750,-3010003.0,-3.18
CVRX,44393000.0,-54389000.0,-1.2251706350100242,214806992,-39612000.0,-2.57
CVS,363248000000.0,7190000000.0,0.0197936396071003,72006778880,10395000000.0,5.62
CVU,83793575.0,16639007.0,0.1985713940478133,39109800,3787891.0,1.33
CVV,21612000.0,-5260000.0,-0.2433833055709791,26159938,-624000.0,-0.78
CVX,197009000000.0,18720000000.0,0.0950210396479348,268492242944,19780000000.0,10.11
CW,3008075000.0,392630000.0,0.1305253359706789,12097216512,403423000.0,10.21
CWAN,403193000.0,-4854000.0,-0.012038899484862,6103908864,78978000.0,-0.02
CWBC,94130000.0,9670000.0,0.1027302666525018,386388224,18046000.0,0.87
CWCO,175273528.0,40772599.0,0.2326226867527879,439565728,2922878.0,1.9
CWD,72100000.0,-14305000.0,-0.1984049930651872,14704082,-18720000.0,-0.65
CWEN,1249000000.0,90000000.0,0.0720576461168935,5693970432,408000000.0,0.76
CWEN-A,1249000000.0,90000000.0,0.0720576461168935,5689722880,408000000.0,0.76
CWH,6009468000.0,-13364000.0,-0.0022238241388422,990132480,110315000.0,-0.44
CWK,9311200000.0,20600000.0,0.0022123893805309,2980250112,101200000.0,0.08
CWST,1430473000.0,19250000.0,0.0134570872711333,6270322688,78185000.0,0.34
CWT,984536000.0,175034000.0,0.1777832400237269,3254792960,-165930000.0,3.04
CX,17417809000.0,169494000.0,0.0097310746719062,8893587456,984000000.0,0.13
CXAI,7611000.0,-20957000.0,-2.7535146498489027,31908028,-19377000.0,2.26
CXDO,57009000.0,2787000.0,0.0488870178392885,137848880,3407000.0,0.1
CXM,754955000.0,59229000.0,0.078453682669828,2360518400,51140000.0,0.17
CXT,1394000000.0,180800000.0,0.1296987087517934,3356798720,245200000.0,3.15
CXW,1965746000.0,68857000.0,0.0350284319540774,1519534336,161646000.0,0.6
CYBR,860596000.0,-13151000.0,-0.0152812701894965,12371884032,51256000.0,-0.3
CYCC,80000.0,-17506000.0,-218.825,2076858,-16118000.0,-15.31
CYCCP,80000.0,-17506000.0,-218.825,15230775,-16118000.0,-2.047
CYH,12548000000.0,-98000000.0,-0.007810009563277,757244800,-257000000.0,-0.76
CYN,79744.0,-22618104.0,-283.63392857142856,7498161,-21242138.0,-39.49
CYRX,225606000.0,-172542000.0,-0.7647934895348528,460522624,-45657000.0,-3.68
CYTH,1132430.0,-20738079.0,-18.31290145969287,21455998,-16187446.0,-0.82
CYTK,3134000.0,-545279000.0,-173.98819400127633,6716033024,-415749000.0,-5.36
CZFS,100873000.0,27387000.0,0.2714998066876171,270840032,23920000.0,5.94
CZNC,102667000.0,23271000.0,0.2266648484907516,310002912,31283000.0,1.51
CZR,11391000000.0,-278000000.0,-0.0244052322008603,8142962176,515000000.0,-1.29
CZWI,57489000.0,13954000.0,0.2427246951590739,137983824,11757000.0,1.34
D,14462000000.0,1644000000.0,0.1136772230673489,47081218048,-3639000000.0,2.4
DAC,988285000.0,574727000.0,0.5815397380310335,1587113088,308257000.0,29.36
DADA,9921813000.0,-2062570000.0,-0.2078823698854231,288344256,-388086000.0,-1.11
DAIO,24596000.0,-1513000.0,-0.0615140673280208,23089176,1233000.0,-0.17
DAKT,818083000.0,34621000.0,0.0423196668308716,670513216,46261000.0,0.21
DAL,60117000000.0,4487000000.0,0.0746377896435284,27423854592,1141000000.0,6.97
DALN,131645000.0,-3531000.0,-0.0268221352880853,22212834,-1174000.0,-0.66
DAN,10636000000.0,-1000000.0,-9.40203083866115e-05,1636790272,-25000000.0,-0.01
DAO,5732884000.0,-133466000.0,-0.0232807780516752,394412704,-455995000.0,-0.16
DAR,6114878000.0,369565000.0,0.0604370193485462,6636071424,342259000.0,2.29
DARE,2839625.0,-7201358.0,-2.5360242989831403,30595968,-39486084.0,32.28
DASH,9113000000.0,-420000000.0,-0.0460880061450674,52969443328,1349000000.0,-1.02
DATS,457.0,-4485639.0,-9815.402625820569,3761662,-7536485.0,-2.6
DAVA,736129000.0,42034000.0,0.0571014047809555,1846299392,110844000.0,0.94
DAVE,292677000.0,28727000.0,0.0981525709228945,476361888,25171000.0,2.04
DAWN,8192000.0,-167480000.0,-20.4443359375,1360640896,-150077000.0,-1.94
DAY,1632000000.0,47100000.0,0.028860294117647,9038576640,105100000.0,0.3
DB,29164000000.0,4005000000.0,0.1373268413112056,32090044416,5184000000.0,1.81
DBGI,13019275.0,-13349260.0,-1.025345881395085,2302986,-6042617.0,-23.0
DBI,3079490000.0,18430000.0,0.0059847572162923,383812576,107402000.0,-0.03
DBRG,611019000.0,453535000.0,0.7422600606527784,2325088512,233637000.0,2.62
DBX,2533800000.0,584200000.0,0.2305627910648038,7964427264,759100000.0,1.72
DCBO,200243000.0,17136000.0,0.0855760251294677,1304161024,15329000.0,0.53
DCGO,742836424.0,30092444.0,0.0405101890911046,386758272,-74348100.0,0.28
DCI,3530400000.0,396200000.0,0.1122252435984591,8757056512,426000000.0,3.38
DCO,776328000.0,22896000.0,0.0294926886573716,959812864,11545000.0,1.53
DCOM,336707000.0,67463000.0,0.2003611448529433,1018255104,85153000.0,1.55
DCTH,11878000.0,-56328000.0,-4.742212493685805,307994496,-31309000.0,-2.52
DD,12058000000.0,664000000.0,0.0550671753192901,35173953536,-462000000.0,0.78
DDC,213536347.0,-52408012.0,-0.2454289994948728,8825885,-37274699.0,-1.27
DDD,454796000.0,-347631000.0,-0.7643668809752064,311230944,-107878000.0,-2.67
DDI,332460000.0,116341000.0,0.349939842387054,721497536,20635000.0,2.35
DDL,20756132000.0,68156000.0,0.0032836561262955,469158528,-317932000.0,-0.02
DDOG,2393717000.0,163078000.0,0.06812751883368,38843162624,597548000.0,0.47
DDS,6833322000.0,717390000.0,0.1049840765589562,5502737408,750646000.0,40.53
DE,54848000000.0,8224000000.0,0.1499416569428238,105538461696,4121000000.0,29.33
DEA,293655000.0,19047000.0,0.0648618276549011,1363653376,114479000.0,0.19
DECK,4437319000.0,811636000.0,0.182911348045971,24376133632,943819000.0,31.25
DEI,1005434000.0,-34030000.0,-0.0338460803991112,3172687872,196327000.0,-0.21
DELL,88425000000.0,3211000000.0,0.0363132598247102,78327332864,5920000000.0,5.43
DENN,455437000.0,19069000.0,0.0418696768158933,335985952,62147000.0,0.35
DERM,77681000.0,843000.0,0.0108520745098544,103221456,240000.0,0.13
DESP,740516000.0,24424000.0,0.032982406862242,885546112,61764000.0,0.08
DFH,3917374000.0,313484000.0,0.0800240160883285,3135204864,369453000.0,3.05
DFIN,802600000.0,106100000.0,0.1321953650635434,1935373184,62200000.0,3.49
DFLI,52040000.0,-31003000.0,-0.5957532667179093,33880616,-24591000.0,-0.51
DFS,16988000000.0,2909000000.0,0.1712385213091594,34826199040,8260000000.0,11.34
DG,39676978000.0,1415566000.0,0.035677263525463,18479493120,691576000.0,6.43
DGHI,38327380.0,-9470300.0,-0.2470896784491922,41567524,2684256.0,-0.33
DGICA,961309709.0,7332813.0,0.0076279402271177,496832544,28579043.0,0.23
DGICB,961309709.0,7332813.0,0.0076279402271177,493878208,28579043.0,0.23
DGII,431157000.0,17007000.0,0.0394450281452,1072791744,32406000.0,0.46
DGLY,23417110.0,-20204306.0,-0.862801003198089,4240676,-10134544.0,-7.1
DGX,9346000000.0,840000000.0,0.0898780226835009,17473429504,864000000.0,7.41
DH,258474000.0,-404912000.0,-1.5665482795174757,549306880,38213000.0,-3.5
DHAI,16187000.0,-614000.0,-0.0379316735652066,83522488,4990000.0,-0.32
DHC,1460227000.0,-352463000.0,-0.2413754847705185,837201024,10483000.0,-1.48
DHI,37302900000.0,4982800000.0,0.1335767460438732,61505368064,4155500000.0,14.86
DHIL,150216954.0,41228164.0,0.2744574623713912,434743680,34647419.0,14.5
DHR,21105000000.0,4203000000.0,0.1991471215351812,194499182592,5781000000.0,5.45
DHT,573216000.0,157355000.0,0.2745125746664433,1748655104,123178000.0,0.98
DHX,146578000.0,2589000.0,0.0176629507838829,93903568,1093000.0,0.06
DIBS,85882000.0,-13986000.0,-0.1628513541836473,194893120,-15350000.0,-0.35
DIN,821388000.0,92173000.0,0.1122161511977287,483754400,93968000.0,5.95
DINO,31438583000.0,1195191000.0,0.0380166943274765,9376746496,1911822000.0,6.27
DIOD,1349089000.0,96050000.0,0.0711961923935337,3228849408,130145000.0,2.08
DIS,90028000000.0,4776000000.0,0.0530501621717687,163912253440,4897000000.0,2.61
DIT,2657210889.0,6057342.0,0.0022795864735747,90412816,8160871.0,10.01
DJCO,71608000.0,44900000.0,0.6270249134174952,684734208,14998000.0,32.61
DJT,3870700.0,-392768900.0,-101.47231766863877,3903080960,-24286000.0,-0.43
DJTWW,3870700.0,-392768900.0,-101.47231766863877,3931412224,-24286000.0,-0.43
DK,15446800000.0,-106000000.0,-0.006862262734029,1317878272,589700000.0,-1.63
DKL,1046676000.0,130679000.0,0.1248514344458074,1941868800,124971000.0,2.91
DKNG,4300251000.0,-406470000.0,-0.0945223895070311,16750784512,-115136000.0,-0.87
DKS,13160602000.0,1017165000.0,0.0772886377082142,19309918208,939909000.0,13.61
DLB,1259477000.0,212441000.0,0.1686739813430495,6804004864,336742000.0,2.18
DLHC,401038000.0,2473000.0,0.0061664979378512,154309952,30408000.0,0.17
DLNG,161272000.0,38022000.0,0.2357631826975544,138008256,60153000.0,0.59
DLO,707635000.0,132775000.0,0.1876320419425268,2561039104,275228000.0,0.44
DLPN,47894427.0,-13773797.0,-0.2875866329917675,15551480,-4099426.0,-0.94
DLR,5459963000.0,1123656000.0,0.2057991968077439,49913802752,1634780000.0,3.48
DLTH,639606000.0,-13360000.0,-0.0208878590882512,142365920,-10413000.0,-0.45
DLTR,30912800000.0,-997300000.0,-0.0322617168292746,18231588864,576900000.0,-4.81
DLX,2147979000.0,38255000.0,0.0178097644343822,910306560,97620000.0,0.85
DM,174628000.0,-376440000.0,-2.1556680486519917,146014032,-117757000.0,-11.53
DMLP,161352000.0,108038000.0,0.6695795527790173,1218693376,139842000.0,2.65
DMRC,38595000.0,-40904000.0,-1.0598264023837285,614557056,-22735000.0,-1.96
DNA,184335000.0,-897677000.0,-4.869813111997179,371799424,-336301000.0,-18.0
DNB,2359600000.0,-33500000.0,-0.0141973215799288,5301431808,252800000.0,-0.08
DNLI,1267000.0,-419654000.0,-331.21862667719023,3498952448,-370930000.0,-2.86
DNMR,39745000.0,-129517000.0,-3.258699207447478,45111820,-74949000.0,-1.23
DNN,-562000.0,56864000.0,-101.1814946619217,1490257792,-33901000.0,0.05
DNOW,2339000000.0,227000000.0,0.0970500213766566,1387307136,171000000.0,2.06
DNTH,4118000.0,-56681000.0,-13.764205925206412,846284480,-36971000.0,-1.93
DNUT,1739779000.0,-51872000.0,-0.0298152811362822,1911392128,-75883000.0,-0.31
DO,1070091000.0,-269779000.0,-0.2521084655417156,1480074496,-119669000.0,-2.67
DOC,2398376000.0,287881000.0,0.1200316380750974,15576683520,956242000.0,0.48
DOCN,735142000.0,68391000.0,0.0930310062545739,3445892096,110129000.0,0.72
DOCS,493629000.0,160553000.0,0.3252503398301153,6828611072,178295000.0,0.8
DOCU,2810134000.0,107201000.0,0.0381480029066229,12121234432,887135000.0,4.72
DOLE,8360392000.0,217889000.0,0.026062055463428,1529676800,220564000.0,1.97
DOMA,304565000.0,-87362000.0,-0.2868418892518838,86390912,-84765000.0,-5.74
DOMH,8575000.0,-23765000.0,-2.7714285714285714,9916929,-12430000.0,-3.85
DOMO,319634000.0,-77173000.0,-0.2414417740290457,285164992,-9177000.0,-2.16
DOOO,9969300000.0,581600000.0,0.0583391010401933,5364834304,1072300000.0,2.42
DORM,1954134000.0,171044000.0,0.0875293096583959,3467510272,164790000.0,5.46
DOUG,951674000.0,-62848000.0,-0.0660394210622545,163462032,-36558000.0,-0.76
DOV,8531228000.0,1500058000.0,0.1758314277850738,25571311616,1143753000.0,10.73
DOW,43031000000.0,1152000000.0,0.0267713973646905,37555351552,2719000000.0,1.62
DOX,4983671000.0,508767000.0,0.1020867950552915,10001550336,698268000.0,4.35
DOYU,5087027557.0,-66953366.0,-0.0131615890124025,596014720,-63989944.0,-0.55
DPRO,6116888.0,-18590577.0,-3.0392214145493592,9405255,-19264045.0,-6.24
DPZ,4612716000.0,572770000.0,0.1241719628956129,14486248448,485468000.0,16.23
DQ,1596362000.0,-57287000.0,-0.0358859707259381,968644800,429202000.0,-0.76
